lead_id,channel,message_text,message_hour,message_length,high_intent_flag,prev_contacts,response_gap_hrs,replied
L0475,Phone Inquiry,buy available,20,67,1,2,33.63,0
L0476,WhatsApp,just checking hello okay,20,58,0,1,11.93,1
L0477,Website Chat,thanks hi hello,8,255,0,1,86.93,0
L0478,Website Chat,just checking just checking hello,16,17,0,0,29.14,0
L0479,WhatsApp,price buy interested,13,120,1,1,1.46,1
L0480,WhatsApp,need a quote please,11,176,1,2,21.58,0
L0481,Website Chat,okay hello just checking,8,177,0,1,11.97,1
L0482,Website Chat,thanks hello thanks,9,290,0,1,1.81,1
L0483,Website Chat,price,8,288,1,1,85.2,0
L0484,Email,buy buy interested,20,224,1,1,0.75,1
L0485,Email,thanks just checking thanks,8,203,0,1,7.4,1
L0486,WhatsApp,how much for demo,12,240,0,1,96.34,0
L0487,WhatsApp,how much,14,46,1,2,7.14,1
L0488,Phone Inquiry,buy buy available,20,287,1,1,4.17,1
L0489,WhatsApp,hello,13,278,0,3,130.93,0
L0490,WhatsApp,hi,11,201,0,2,7.72,1
L0491,Website Chat,just checking okay thanks,20,195,0,1,5.76,1
L0492,Website Chat,quote,19,205,1,1,2.64,1
L0493,Email,okay thanks hello,16,174,0,4,27.91,1
L0494,Email,just checking,11,15,0,0,4.22,1
L0495,Phone Inquiry,interested price,16,133,1,2,31.36,0
L0496,Website Chat,thanks hi okay,9,174,0,0,8.38,1
L0497,WhatsApp,demo,13,227,1,2,8.07,1
L0498,WhatsApp,buy quote buy,18,235,1,0,29.62,0
L0499,Phone Inquiry,price available,8,167,1,4,33.14,1
L0500,Email,buy,10,154,1,1,62.98,1
KLS_00000,Website Chat,unemployed better career prospects interested in other courses,12,62,0,0,106.25,0
KLS_00001,Email,unemployed better career prospects ringing,20,42,1,5,65.07,0
KLS_00002,Phone Inquiry,student better career prospects will revert after reading the email,16,67,1,2,37.98,1
KLS_00003,Phone Inquiry,unemployed better career prospects ringing,14,42,1,1,91.82,0
KLS_00004,Email,unemployed better career prospects will revert after reading the email,10,70,1,2,41.49,1
KLS_00005,Website Chat,just checking,10,13,0,0,99.92,0
KLS_00006,Email,unemployed better career prospects will revert after reading the email,9,70,1,2,13.08,1
KLS_00007,Website Chat,just checking,18,13,0,0,96.79,0
KLS_00008,Phone Inquiry,just checking,14,13,0,2,93.75,0
KLS_00009,Email,just checking,16,13,1,4,92.56,0
KLS_00010,Email,unemployed better career prospects will revert after reading the email,8,70,1,8,41.17,1
KLS_00011,Phone Inquiry,unemployed better career prospects lost to eins,20,47,1,8,38.82,1
KLS_00012,Email,unemployed better career prospects will revert after reading the email,17,70,1,11,28.21,1
KLS_00013,Email,unemployed better career prospects ringing,10,42,1,5,87.23,0
KLS_00014,Phone Inquiry,unemployed better career prospects,10,34,1,1,75.26,0
KLS_00015,Email,unemployed better career prospects will revert after reading the email,10,70,1,6,61.08,1
KLS_00016,Website Chat,just checking,11,13,0,0,96.69,0
KLS_00017,Website Chat,unemployed better career prospects interested in other courses,13,62,1,6,54.62,0
KLS_00018,Email,unemployed better career prospects,12,34,1,6,23.45,1
KLS_00019,Email,unemployed better career prospects interested in other courses,11,62,0,3,97.38,0
KLS_00020,Email,unemployed better career prospects interested in other courses,15,62,0,1,92.03,0
KLS_00021,Email,unemployed better career prospects in confusion whether part time or dlp,10,72,1,4,68.19,0
KLS_00022,Email,unemployed better career prospects will revert after reading the email,11,70,1,1,60.54,1
KLS_00023,Email,unemployed better career prospects ringing,12,42,1,4,73.26,0
KLS_00024,Email,unemployed better career prospects will revert after reading the email,13,70,1,6,44.73,1
KLS_00025,Email,unemployed better career prospects busy,17,39,1,3,48.15,1
KLS_00026,Email,unemployed better career prospects will revert after reading the email,10,70,1,4,53.75,1
KLS_00027,Email,unemployed better career prospects will revert after reading the email,13,70,1,6,38.37,1
KLS_00028,Phone Inquiry,student better career prospects switched off,14,44,1,5,93.11,0
KLS_00029,Email,unemployed better career prospects will revert after reading the email,8,70,0,3,86.84,1
KLS_00030,Phone Inquiry,unemployed better career prospects will revert after reading the email,14,70,1,7,42.76,1
KLS_00031,Email,unemployed better career prospects interested in other courses,10,62,0,3,103.82,0
KLS_00032,Website Chat,unemployed better career prospects interested in other courses,9,62,1,4,85.55,0
KLS_00033,Email,just checking,19,13,0,3,102.96,0
KLS_00034,Email,unemployed better career prospects will revert after reading the email,20,70,1,4,101.07,1
KLS_00035,Website Chat,unemployed better career prospects will revert after reading the email,17,70,0,3,86.64,1
KLS_00036,Email,unemployed better career prospects ringing,11,42,1,4,31.82,0
KLS_00037,Email,working professional better career prospects will revert after reading the email,9,80,1,5,74.64,1
KLS_00038,Email,unemployed better career prospects ringing,15,42,1,2,84.08,0
KLS_00039,Email,unemployed better career prospects will revert after reading the email,12,70,1,4,100.12,1
KLS_00040,Phone Inquiry,unemployed better career prospects busy,9,39,1,3,87.33,0
KLS_00041,Email,unemployed better career prospects busy,13,39,1,7,101.87,0
KLS_00042,Email,unemployed better career prospects ringing,8,42,1,5,97.14,0
KLS_00043,Email,just checking,19,13,1,5,92.27,0
KLS_00044,Phone Inquiry,unemployed better career prospects in touch with eins,11,53,1,6,81.02,0
KLS_00045,Email,unemployed better career prospects ringing,15,42,1,4,85.01,0
KLS_00046,Phone Inquiry,unemployed better career prospects already a student,11,52,1,2,90.65,0
KLS_00047,Website Chat,just checking,13,13,0,0,103.62,0
KLS_00048,Email,unemployed better career prospects diploma holder (not eligible),14,64,1,6,57.95,0
KLS_00049,Website Chat,just checking,10,13,0,0,106.98,0
KLS_00050,Website Chat,unemployed better career prospects will revert after reading the email,20,70,0,0,101.21,1
KLS_00051,Email,unemployed better career prospects already a student,17,52,1,5,94.47,0
KLS_00052,Email,unemployed better career prospects ringing,19,42,1,6,82.48,0
KLS_00053,Email,interested in demo how much,18,27,1,6,78.73,0
KLS_00054,Email,interested in demo how much,14,27,1,7,95.87,0
KLS_00055,Email,unemployed better career prospects switched off,19,47,0,2,105.53,0
KLS_00056,Website Chat,unemployed better career prospects busy,9,39,1,13,77.82,1
KLS_00057,Website Chat,unemployed better career prospects will revert after reading the email,10,70,1,8,62.33,1
KLS_00058,Email,unemployed better career prospects interested in other courses,8,62,1,17,86.26,0
KLS_00059,Website Chat,unemployed better career prospects graduation in progress,11,57,1,11,65.32,0
KLS_00060,Email,unemployed better career prospects interested in other courses,12,62,1,4,88.37,0
KLS_00061,Website Chat,unemployed better career prospects ringing,11,42,0,0,94.91,0
KLS_00062,Email,unemployed better career prospects will revert after reading the email,17,70,1,7,31.3,1
KLS_00063,Website Chat,just checking,12,13,0,0,93.56,0
KLS_00064,Phone Inquiry,working professional better career prospects will revert after reading the email,11,80,1,4,32.37,1
KLS_00065,Email,unemployed better career prospects will revert after reading the email,14,70,0,1,100.19,1
KLS_00066,Email,unemployed better career prospects will revert after reading the email,10,70,1,3,56.49,1
KLS_00067,Website Chat,unemployed better career prospects will revert after reading the email,17,70,0,0,100.63,1
KLS_00068,Website Chat,unemployed better career prospects interested in other courses,9,62,0,0,97.49,0
KLS_00069,Website Chat,unemployed better career prospects ringing,20,42,0,0,105.89,0
KLS_00070,Phone Inquiry,unemployed better career prospects already a student,17,52,1,1,31.32,0
KLS_00071,Phone Inquiry,unemployed better career prospects ringing,10,42,1,4,94.69,0
KLS_00072,Website Chat,unemployed better career prospects ringing,8,42,0,3,96.65,0
KLS_00073,Email,unemployed better career prospects switched off,17,47,1,6,88.99,0
KLS_00074,Phone Inquiry,just checking,16,13,1,5,84.19,0
KLS_00075,Phone Inquiry,unemployed better career prospects lost to eins,16,47,1,2,62.6,1
KLS_00076,Email,working professional better career prospects will revert after reading the email,17,80,1,6,70.02,1
KLS_00077,Website Chat,unemployed better career prospects,9,34,1,0,55.1,1
KLS_00078,Website Chat,unemployed better career prospects in touch with eins,12,53,1,4,82.42,0
KLS_00079,Phone Inquiry,working professional better career prospects will revert after reading the email,9,80,1,0,66.21,1
KLS_00080,Email,unemployed better career prospects ringing,18,42,1,2,87.9,0
KLS_00081,Website Chat,unemployed better career prospects,15,34,1,0,88.6,1
KLS_00082,Website Chat,working professional better career prospects will revert after reading the email,11,80,0,0,108.64,1
KLS_00083,Website Chat,just checking,9,13,0,0,97.65,0
KLS_00084,Email,unemployed better career prospects will revert after reading the email,11,70,1,3,43.59,1
KLS_00085,Website Chat,unemployed better career prospects ringing,11,42,1,3,82.73,0
KLS_00086,Website Chat,unemployed better career prospects ringing,16,42,1,4,97.74,0
KLS_00087,Phone Inquiry,interested in demo how much,15,27,1,6,96.02,0
KLS_00088,Phone Inquiry,unemployed better career prospects closed by horizzon,18,53,1,0,53.73,1
KLS_00089,Email,unemployed better career prospects interested in other courses,13,62,1,2,42.72,0
KLS_00090,Email,unemployed better career prospects interested in other courses,9,62,0,3,92.94,0
KLS_00091,Website Chat,unemployed better career prospects,16,34,1,6,58.92,1
KLS_00092,Email,just checking,16,13,1,4,97.88,0
KLS_00093,Email,interested in demo how much,14,27,1,9,66.18,0
KLS_00094,Phone Inquiry,unemployed better career prospects number not provided,17,54,1,3,79.28,0
KLS_00095,Phone Inquiry,unemployed better career prospects busy,13,39,1,4,94.9,0
KLS_00096,Email,unemployed better career prospects diploma holder (not eligible),13,64,1,2,82.18,0
KLS_00097,Website Chat,unemployed better career prospects opp hangup,12,45,0,0,101.98,0
KLS_00098,Email,working professional better career prospects will revert after reading the email,8,80,1,5,49.6,1
KLS_00099,Phone Inquiry,unemployed better career prospects will revert after reading the email,9,70,1,5,27.26,1
KLS_00100,Website Chat,unemployed better career prospects ringing,8,42,1,7,26.91,0
KLS_00101,Website Chat,unemployed better career prospects,15,34,0,0,101.57,1
KLS_00102,Email,interested in demo how much,11,27,1,12,62.83,0
KLS_00103,Phone Inquiry,unemployed better career prospects switched off,13,47,1,2,73.5,0
KLS_00104,Email,unemployed better career prospects,19,34,1,5,49.58,1
KLS_00105,Email,unemployed better career prospects ringing,11,42,1,6,38.83,0
KLS_00106,Email,interested in other courses,12,27,1,9,100.91,0
KLS_00107,Email,unemployed better career prospects,16,34,0,3,93.13,1
KLS_00108,Email,interested in demo how much,10,27,1,6,75.95,0
KLS_00109,Email,interested in other courses,9,27,1,3,73.2,0
KLS_00110,Email,unemployed better career prospects will revert after reading the email,11,70,1,6,60.85,1
KLS_00111,Email,unemployed better career prospects will revert after reading the email,10,70,1,4,38.47,1
KLS_00112,Phone Inquiry,working professional better career prospects closed by horizzon,19,63,0,0,106.94,1
KLS_00113,Phone Inquiry,unemployed better career prospects graduation in progress,17,57,1,5,31.82,0
KLS_00114,Email,unemployed better career prospects will revert after reading the email,15,70,1,5,69.92,1
KLS_00115,Email,unemployed better career prospects ringing,18,42,1,8,78.14,0
KLS_00116,Email,price quote available,17,21,1,4,41.94,0
KLS_00117,Email,unemployed better career prospects already a student,10,52,1,2,69.13,0
KLS_00118,Website Chat,unemployed better career prospects interested in other courses,18,62,1,10,87.35,0
KLS_00119,Email,unemployed better career prospects switched off,14,47,0,3,87.07,0
KLS_00120,Phone Inquiry,working professional better career prospects closed by horizzon,17,63,1,0,47.26,1
KLS_00121,Email,interested in demo how much,18,27,1,8,96.14,0
KLS_00122,Email,unemployed better career prospects,11,34,1,3,45.02,1
KLS_00123,Email,just checking,9,13,0,2,101.78,0
KLS_00124,Email,unemployed better career prospects ringing,10,42,1,4,18.56,0
KLS_00125,Website Chat,interested in demo how much,12,27,1,16,103.57,0
KLS_00126,Phone Inquiry,unemployed better career prospects already a student,17,52,0,1,99.67,0
KLS_00127,Email,unemployed better career prospects switched off,18,47,1,5,96.09,0
KLS_00128,Email,just checking,8,13,1,4,84.65,0
KLS_00129,Email,unemployed better career prospects,13,34,0,2,94.96,1
KLS_00130,Phone Inquiry,businessman better career prospects closed by horizzon,12,54,0,0,111.44,1
KLS_00131,Email,unemployed better career prospects interested in other courses,10,62,0,1,79.61,0
KLS_00132,Email,unemployed better career prospects interested in other courses,9,62,1,2,50.32,0
KLS_00133,Phone Inquiry,working professional better career prospects closed by horizzon,11,63,1,0,52.06,1
KLS_00134,Website Chat,unemployed better career prospects,19,34,1,0,60.79,1
KLS_00135,Email,unemployed better career prospects will revert after reading the email,11,70,1,5,50.76,1
KLS_00136,Phone Inquiry,just checking,13,13,1,4,85.06,0
KLS_00137,Phone Inquiry,unemployed better career prospects closed by horizzon,16,53,0,0,99.95,1
KLS_00138,Email,unemployed better career prospects,12,34,1,1,16.94,0
KLS_00139,Website Chat,interested in demo how much,20,27,1,7,103.34,0
KLS_00140,Email,unemployed better career prospects interested in other courses,20,62,1,5,74.05,0
KLS_00141,Website Chat,interested in demo how much,11,27,1,6,93.2,0
KLS_00142,Email,unemployed better career prospects will revert after reading the email,13,70,1,5,27.84,1
KLS_00143,Email,interested in demo how much,11,27,1,7,89.48,0
KLS_00144,Email,unemployed better career prospects switched off,11,47,0,2,97.8,0
KLS_00145,Email,unemployed better career prospects,8,34,0,2,88.83,0
KLS_00146,Phone Inquiry,price quote available,14,21,1,3,68.61,0
KLS_00147,Email,just checking,13,13,1,5,73.88,0
KLS_00148,Email,unemployed better career prospects interested in other courses,9,62,1,5,92.1,0
KLS_00149,Phone Inquiry,unemployed better career prospects not doing further education,11,62,1,2,64.49,0
KLS_00150,Email,unemployed better career prospects will revert after reading the email,19,70,1,5,70.73,1
KLS_00151,Phone Inquiry,lost to eins,11,12,1,1,21.93,1
KLS_00152,Phone Inquiry,unemployed better career prospects invalid number,10,49,0,2,85.84,0
KLS_00153,Phone Inquiry,unemployed better career prospects ringing,13,42,0,3,88.93,0
KLS_00154,Email,unemployed better career prospects will revert after reading the email,20,70,1,8,36.65,1
KLS_00155,Email,unemployed better career prospects switched off,11,47,0,2,100.69,0
KLS_00156,Website Chat,unemployed better career prospects interested in other courses,15,62,1,4,101.17,0
KLS_00157,Phone Inquiry,unemployed better career prospects ringing,16,42,1,4,63.41,0
KLS_00158,Phone Inquiry,just checking,11,13,1,2,85.81,0
KLS_00159,Email,unemployed better career prospects switched off,16,47,1,7,83.22,0
KLS_00160,Phone Inquiry,unemployed better career prospects will revert after reading the email,12,70,1,3,46.66,1
KLS_00161,Website Chat,unemployed better career prospects will revert after reading the email,15,70,1,10,27.66,1
KLS_00162,Phone Inquiry,unemployed better career prospects ringing,15,42,0,2,101.81,0
KLS_00163,Phone Inquiry,unemployed better career prospects will revert after reading the email,14,70,1,3,30.36,1
KLS_00164,Email,unemployed better career prospects will revert after reading the email,9,70,1,6,65.75,1
KLS_00165,Email,unemployed better career prospects interested in other courses,17,62,1,10,90.19,0
KLS_00166,Email,unemployed better career prospects ringing,11,42,1,1,46.1,0
KLS_00167,Email,unemployed better career prospects ringing,10,42,1,2,86.93,0
KLS_00168,Website Chat,interested in demo how much,8,27,1,12,72.99,0
KLS_00169,Phone Inquiry,unemployed better career prospects ringing,14,42,1,3,88.35,0
KLS_00170,Website Chat,price quote available,15,21,1,2,9.19,0
KLS_00171,Email,unemployed better career prospects ringing,8,42,1,5,91.89,0
KLS_00172,Email,interested in other courses,13,27,1,7,36.76,0
KLS_00173,Email,interested in other courses,10,27,1,7,76.74,0
KLS_00174,Phone Inquiry,working professional better career prospects will revert after reading the email,15,80,0,0,96.92,1
KLS_00175,Email,unemployed better career prospects wrong number given,10,53,0,1,82.26,0
KLS_00176,Phone Inquiry,just checking,16,13,1,2,80.12,0
KLS_00177,Website Chat,unemployed better career prospects closed by horizzon,12,53,1,0,45.29,1
KLS_00178,Phone Inquiry,working professional better career prospects will revert after reading the email,19,80,0,0,94.1,1
KLS_00179,Website Chat,unemployed better career prospects,10,34,1,0,74.09,1
KLS_00180,Website Chat,unemployed better career prospects,11,34,1,0,63.92,1
KLS_00181,Website Chat,unemployed better career prospects interested in other courses,9,62,0,0,95.7,0
KLS_00182,Website Chat,unemployed better career prospects already a student,19,52,1,4,58.61,0
KLS_00183,Email,interested in other courses,18,27,0,1,90.95,0
KLS_00184,Email,unemployed better career prospects in touch with eins,11,53,1,2,19.01,0
KLS_00185,Email,unemployed better career prospects interested in other courses,15,62,1,5,22.11,0
KLS_00186,Email,unemployed better career prospects will revert after reading the email,17,70,1,8,66.16,1
KLS_00187,Phone Inquiry,unemployed better career prospects closed by horizzon,14,53,0,0,98.47,1
KLS_00188,Email,unemployed better career prospects will revert after reading the email,13,70,1,12,31.74,1
KLS_00189,Email,unemployed better career prospects will revert after reading the email,11,70,1,6,89.43,1
KLS_00190,Website Chat,just checking,9,13,0,0,99.52,0
KLS_00191,Email,interested in demo how much,18,27,1,12,105.66,0
KLS_00192,Website Chat,just checking,19,13,0,0,88.77,0
KLS_00193,Email,just checking,15,13,0,3,92.53,0
KLS_00194,Email,just checking,11,13,1,5,96.0,0
KLS_00195,Phone Inquiry,unemployed better career prospects will revert after reading the email,11,70,1,0,63.7,1
KLS_00196,Email,unemployed better career prospects switched off,16,47,1,4,83.83,0
KLS_00197,Email,unemployed better career prospects ringing,18,42,0,2,98.05,0
KLS_00198,Website Chat,just checking,18,13,0,0,97.21,0
KLS_00199,Website Chat,just checking,17,13,0,0,98.44,0
KLS_00200,Email,student better career prospects will revert after reading the email,15,67,1,5,44.02,1
KLS_00201,Email,unemployed better career prospects switched off,9,47,1,8,96.25,0
KLS_00202,Website Chat,unemployed better career prospects interested in other courses,10,62,0,0,106.14,0
KLS_00203,Website Chat,unemployed better career prospects wrong number given,18,53,1,4,98.92,0
KLS_00204,Website Chat,unemployed better career prospects,14,34,1,3,44.1,1
KLS_00205,Phone Inquiry,unemployed better career prospects will revert after reading the email,8,70,0,0,104.04,1
KLS_00206,Website Chat,unemployed better career prospects interested in other courses,9,62,1,2,78.57,0
KLS_00207,Email,unemployed better career prospects busy,15,39,1,5,80.38,0
KLS_00208,Phone Inquiry,just checking,8,13,1,3,75.83,0
KLS_00209,Phone Inquiry,unemployed better career prospects interested  in full time mba,10,63,0,2,90.99,0
KLS_00210,Phone Inquiry,unemployed better career prospects will revert after reading the email,14,70,1,1,46.05,1
KLS_00211,Phone Inquiry,unemployed better career prospects will revert after reading the email,16,70,1,9,11.58,1
KLS_00212,Phone Inquiry,unemployed better career prospects will revert after reading the email,15,70,1,0,50.35,1
KLS_00213,Phone Inquiry,unemployed better career prospects will revert after reading the email,10,70,0,0,110.62,1
KLS_00214,Email,just checking,16,13,1,5,77.02,0
KLS_00215,Phone Inquiry,unemployed better career prospects will revert after reading the email,11,70,1,2,29.28,1
KLS_00216,Phone Inquiry,unemployed better career prospects lost to eins,11,47,1,2,42.24,1
KLS_00217,Email,unemployed better career prospects switched off,16,47,1,4,86.05,0
KLS_00218,Phone Inquiry,unemployed better career prospects ringing,15,42,1,4,95.54,0
KLS_00219,Email,unemployed better career prospects will revert after reading the email,18,70,1,3,38.6,1
KLS_00220,Phone Inquiry,working professional better career prospects closed by horizzon,15,63,0,0,96.66,1
KLS_00221,Email,unemployed better career prospects interested  in full time mba,14,63,0,1,83.38,0
KLS_00222,Email,unemployed better career prospects interested in other courses,9,62,0,1,96.63,0
KLS_00223,Phone Inquiry,unemployed better career prospects will revert after reading the email,12,70,1,9,44.91,1
KLS_00224,Website Chat,just checking,11,13,0,0,96.0,0
KLS_00225,Phone Inquiry,unemployed better career prospects will revert after reading the email,11,70,1,1,37.58,1
KLS_00226,Phone Inquiry,interested in demo how much,20,27,1,7,62.49,0
KLS_00227,Email,unemployed better career prospects interested in other courses,12,62,1,2,32.13,0
KLS_00228,Phone Inquiry,unemployed better career prospects ringing,18,42,1,7,97.83,0
KLS_00229,Email,unemployed better career prospects ringing,15,42,1,13,95.3,0
KLS_00230,Phone Inquiry,lost to eins,17,12,1,3,42.07,1
KLS_00231,Phone Inquiry,unemployed better career prospects switched off,13,47,0,3,99.44,0
KLS_00232,Website Chat,price quote available,14,21,1,3,59.55,0
KLS_00233,Email,unemployed better career prospects will revert after reading the email,13,70,1,6,92.82,0
KLS_00234,Phone Inquiry,interested in demo how much,10,27,1,9,74.6,0
